location,geom,latitude,longitude
"(30.0409652396066, -89.9883444062062)",,30.04096524,-89.98834441
"(29.9695937025883, -90.0913247889746)",,29.9695937,-90.09132479
"(30.0202180991977, -90.1131414362022)",,30.0202181,-90.11314144
"(29.9313121703475, -90.0414619930161)",,29.93131217,-90.04146199
"(29.9514249342823, -90.1007055447084)",,29.95142493,-90.10070554
"(29.944794268953, -90.1104566038242)",,29.94479427,-90.1104566
"(29.9256563505727, -90.0853005898413)",,29.92565635,-90.08530059
"(30.0160687254426, -90.1026426896113)",,30.01606873,-90.10264269
"(30.0070185407227, -90.1100573531832)",,30.00701854,-90.11005735
"(29.9724228634511, -90.097700814609)",,29.97242286,-90.09770081
"(29.9263993025979, -90.0161015445134)",,29.9263993,-90.01610154
"(29.9237585228175, -90.0044121122297)",,29.92375852,-90.00441211
"(30.0131369495747, -89.9459096904503)",,30.01313695,-89.94590969
"(30.0219493055002, -89.9851569931214)",,30.02194931,-89.98515699
"(29.9334557809626, -90.0013998976377)",,29.93345578,-90.0013999
"(30.0380569694442, -89.9297074683921)",,30.03805697,-89.92970747
"(30.0038744521475, -90.1033901993385)",,30.00387445,-90.1033902
"(29.9204245596328, -89.9915367517992)",,29.92042456,-89.99153675
"(29.9243695409407, -90.0284858376168)",,29.92436954,-90.02848584
"(30.0225390352633, -89.9628148590305)",,30.02253904,-89.96281486
"(29.943124646353, -90.0191439065664)",,29.94312465,-90.01914391
"(29.9782528838804, -90.0475236918226)",,29.97825288,-90.04752369
"(30.0136383849679, -90.0149742553105)",,30.01363838,-90.01497426
"(30.004836030653, -90.0648349211559)",,30.00483603,-90.06483492
"(30.0074408692348, -90.0540624369687)",,30.00744087,-90.05406244
"(29.9129595583453, -89.9649157229415)",,29.91295956,-89.96491572
"(30.0277361848558, -90.0120234423106)",,30.02773618,-90.01202344
"(29.9514416635107, -90.111733316903)",,29.95144166,-90.11173332
"(30.0225883170467, -90.0211454907089)",,30.02258832,-90.02114549
"(29.9162514314833, -89.9956750234446)",,29.91625143,-89.99567502
"(30.0424918130797, -89.9286672699462)",,30.04249181,-89.92866727
"(29.9047154670458, -89.9918230097407)",,29.90471547,-89.99182301
"(29.9200650269979, -89.9846673697304)",,29.92006503,-89.98466737
"(29.9468725581247, -90.1261290613645)",,29.94687256,-90.12612906
"(29.9631751137829, -90.1147761525185)",,29.96317511,-90.11477615
"(30.0232508390837, -90.0764225809265)",,30.02325084,-90.07642258
"(29.9696397388213, -90.0384483048722)",,29.96963974,-90.0384483
"(29.9447116244704, -90.0668558474165)",,29.94471162,-90.06685585
"(29.9235660620235, -90.0015881838711)",,29.92356606,-90.00158818
"(29.9346657629609, -90.0014849023201)",,29.93466576,-90.0014849
"(29.9176835235613, -90.0232260159047)",,29.91768352,-90.02322602
"(30.0014903252674, -90.083697727798)",,30.00149033,-90.08369773
"(29.9711275081018, -90.0900024904409)",,29.97112751,-90.09000249
"(29.9175223068922, -90.0964733929663)",,29.91752231,-90.09647339
"(29.9303522465766, -90.0032370577417)",,29.93035225,-90.00323706
"(29.9764049354069, -90.063130934409)",,29.97640494,-90.06313093
"(29.9481024855904, -90.1081953530263)",,29.94810249,-90.10819535
"(30.01859098571, -90.0966392353435)",,30.01859099,-90.09663924
"(29.9486823342573, -90.0907618494884)",,29.94868233,-90.09076185
"(29.9970276782003, -90.0614382168231)",,29.99702768,-90.06143822
"(29.9916808170912, -90.0403564432571)",,29.99168082,-90.04035644
"(29.9493936813501, -90.1172142505847)",,29.94939368,-90.11721425
"(29.9287192719671, -90.1221752349107)",,29.92871927,-90.12217523
"(29.9807914191635, -90.1005190347269)",,29.98079142,-90.10051903
"(29.9439044676823, -90.1238708249748)",,29.94390447,-90.12387082
"(30.0475442488032, -89.9749944127097)",,30.04754425,-89.97499441
"(29.9818094284124, -90.0909984971657)",,29.98180943,-90.0909985
"(29.9181222490698, -90.0268591018664)",,29.91812225,-90.0268591
"(29.971544020589, -90.0314114224739)",,29.97154402,-90.03141142
"(29.9994221514689, -90.0652847248489)",,29.99942215,-90.06528472
"(29.9525673584762, -90.0657054778309)",,29.95256736,-90.06570548
"(29.9344482369307, -90.0925213345483)",,29.93444824,-90.09252133
"(30.0064495468647, -90.1068052779309)",,30.00644955,-90.10680528
"(30.0355243641763, -89.9252859298172)",,30.03552436,-89.92528593
"(29.9072239790099, -89.9979869614995)",,29.90722398,-89.99798696
"(30.0156213737378, -90.1121219454787)",,30.01562137,-90.11212195
"(29.9984532845437, -90.0843218862573)",,29.99845328,-90.08432189
"(29.969949447378, -90.0500769580195)",,29.96994945,-90.05007696
"(29.9143637481364, -89.9801300500226)",,29.91436375,-89.98013005
"(29.9231677627741, -90.0046177798991)",,29.92316776,-90.00461778
"(30.0101704236543, -90.0626022400385)",,30.01017042,-90.06260224
"(29.9499165172366, -90.131130935324)",,29.94991652,-90.13113094
"(30.0507474954199, -89.9733231556089)",,30.0507475,-89.97332316
"(30.0263967460183, -90.0818813317501)",,30.02639675,-90.08188133
"(29.9225120213668, -90.1263798249235)",,29.92251202,-90.12637982
"(29.9434286933612, -90.1015227131966)",,29.94342869,-90.10152271
"(29.9427142216043, -90.0762792474831)",,29.94271422,-90.07627925
"(29.9963352677551, -90.0546686640115)",,29.99633527,-90.05466866
"(30.0148861621609, -90.1084080732758)",,30.01488616,-90.10840807
"(30.0372449034386, -89.9516494913488)",,30.0372449,-89.95164949
"(29.936339390507, -90.0776843946457)",,29.93633939,-90.07768439
"(29.9203374849132, -89.9890096595392)",,29.92033748,-89.98900966
"(30.0141052092687, -90.0331792451029)",,30.01410521,-90.03317925
"(29.965638873675, -90.0304996909648)",,29.96563887,-90.03049969
"(30.0227813215023, -90.1124357634514)",,30.02278132,-90.11243576
"(29.9817976431273, -90.1010620792718)",,29.98179764,-90.10106208
"(29.9402071452128, -90.0907977336129)",,29.94020715,-90.09079773
"(29.95985865013, -90.0932189812528)",,29.95985865,-90.09321898
"(29.9973945970302, -90.1115079605335)",,29.9973946,-90.11150796
"(29.953219541691, -90.0511757115875)",,29.95321954,-90.05117571
"(29.9304050992199, -90.0757483744057)",,29.9304051,-90.07574837
"(29.9253205152873, -90.0850304495469)",,29.92532052,-90.08503045
"(29.9648480235943, -90.1280035019773)",,29.96484802,-90.1280035
"(29.9186734657407, -90.1265233400537)",,29.91867347,-90.12652334
"(30.0121824353982, -90.1153087993176)",,30.01218244,-90.1153088
"(29.9211649870218, -90.1183105208986)",,29.92116499,-90.11831052
"(29.934745809042, -90.0114116014856)",,29.93474581,-90.0114116
"(30.0600218235073, -89.9475693719575)",,30.06002182,-89.94756937
"(29.9437607087519, -90.025121328149)",,29.94376071,-90.02512133
"(29.9610462676802, -90.0670244366592)",,29.96104627,-90.06702444
"(29.9463596777052, -90.0465347385979)",,29.94635968,-90.04653474
"(30.009435281442, -90.1024444529512)",,30.00943528,-90.10244445
"(29.9209685596288, -90.0290553520464)",,29.92096856,-90.02905535
"(30.0448998117763, -89.9901386804019)",,30.04489981,-89.99013868
"(29.9658024931885, -90.0294244930657)",,29.96580249,-90.02942449
"(29.998010998865, -90.0845856177546)",,29.998011,-90.08458562
"(29.9589530308658, -90.0656554365436)",,29.95895303,-90.06565544
"(29.9330495085968, -90.0893427896161)",,29.93304951,-90.08934279
"(29.952877729871, -90.1109029885173)",,29.95287773,-90.11090299
"(29.9258715627928, -90.0852904755533)",,29.92587156,-90.08529048
"(29.9442856232729, -90.1071063375943)",,29.94428562,-90.10710634
"(29.905592410567, -89.9947286447845)",,29.90559241,-89.99472864
"(30.0189334211932, -90.0680778206538)",,30.01893342,-90.06807782
"(30.0044124896106, -90.0525438434094)",,30.00441249,-90.05254384
"(30.0027133454273, -90.1052055055933)",,30.00271335,-90.10520551
"(29.9383251781538, -90.0294837835406)",,29.93832518,-90.02948378
"(29.9964604994373, -90.1060112118089)",,29.9964605,-90.10601121
"(29.9466310041036, -90.0954839574743)",,29.946631,-90.09548396
"(30.0042553841114, -90.1065446039248)",,30.00425538,-90.1065446
"(29.9456889086113, -90.1299386856343)",,29.94568891,-90.12993869
"(30.0054317581923, -90.1011807958411)",,30.00543176,-90.1011808
"(29.9272632162783, -89.9951955276821)",,29.92726322,-89.99519553
"(29.9806679433803, -90.1068817217336)",,29.98066794,-90.10688172
"(29.9945049191208, -90.1221410237408)",,29.99450492,-90.12214102
"(29.954182815668, -90.0687545036268)",,29.95418282,-90.0687545
"(30.0237835004054, -90.0212767286909)",,30.0237835,-90.02127673
"(29.9473367893855, -90.1111779248338)",,29.94733679,-90.11117792
"(29.9634975947371, -90.015852844975)",,29.96349759,-90.01585284
"(29.956664021811, -90.1170560100964)",,29.95666402,-90.11705601
"(29.9323874930549, -90.1027846441344)",,29.93238749,-90.10278464
"(29.9199568996012, -90.1117949123427)",,29.9199569,-90.11179491
"(29.9928022444753, -90.0523773110851)",,29.99280224,-90.05237731
"(29.9452106209374, -90.1017119656778)",,29.94521062,-90.10171197
"(30.0129243823967, -90.1140350486079)",,30.01292438,-90.11403505
"(30.027436626811, -89.9613890420333)",,30.02743663,-89.96138904
"(30.0336815335289, -90.0017838614903)",,30.03368153,-90.00178386
"(29.9794959249159, -90.1049362252545)",,29.97949592,-90.10493623
"(29.9334902809076, -90.0017271862632)",,29.93349028,-90.00172719
"(29.9676535408006, -90.0312776382045)",,29.96765354,-90.03127764
"(29.9343152042918, -90.102722040435)",,29.9343152,-90.10272204
"(29.9189891626322, -90.0847310053449)",,29.91898916,-90.08473101
"(30.0194606453891, -90.0540836460196)",,30.01946065,-90.05408365
"(29.961226494863, -90.1047606460727)",,29.96122649,-90.10476065
"(30.0304539861635, -90.023502019441)",,30.03045399,-90.02350202
"(30.0100546134405, -90.1048411344716)",,30.01005461,-90.10484113
"(29.9390850808592, -90.1022387525831)",,29.93908508,-90.10223875
"(29.9185719744028, -89.9789603526364)",,29.91857197,-89.97896035
"(30.044412323579, -89.9861822251931)",,30.04441232,-89.98618223
"(30.0220980775216, -89.992663685945)",,30.02209808,-89.99266369
"(29.9636411659847, -90.1279376248502)",,29.96364117,-90.12793762
"(29.9222936752164, -90.1228801066175)",,29.92229368,-90.12288011
"(30.0357561584933, -89.9232029989111)",,30.03575616,-89.923203
"(29.9213598393142, -89.9786744154075)",,29.92135984,-89.97867442
"(29.9665201815768, -90.1233844684989)",,29.96652018,-90.12338447
"(29.9829575559012, -90.0370480209305)",,29.98295756,-90.03704802
"(30.0170194091785, -90.1040224039738)",,30.01701941,-90.1040224
"(29.9187557506649, -89.9927392204861)",,29.91875575,-89.99273922
"(29.9681599822827, -90.1123655556744)",,29.96815998,-90.11236556
"(29.9208386787969, -90.0831211498004)",,29.92083868,-90.08312115
"(30.0028508818831, -90.1114307005088)",,30.00285088,-90.1114307
"(29.9654429074867, -90.0609203297147)",,29.96544291,-90.06092033
"(29.9243242157593, -90.1019606249154)",,29.92432422,-90.10196062
"(29.9240803222585, -90.1101412133601)",,29.92408032,-90.11014121
"(29.965908453078, -90.052845930774)",,29.96590845,-90.05284593
"(29.9340336701634, -90.1093615928181)",,29.93403367,-90.10936159
"(29.9401079805741, -90.1146185701134)",,29.94010798,-90.11461857
"(30.009817936786, -90.0085544596157)",,30.00981794,-90.00855446
"(30.0366335092341, -89.9601271254182)",,30.03663351,-89.96012713
"(29.964275766212, -90.0250088379559)",,29.96427577,-90.02500884
"(29.9873792304406, -90.0561506531436)",,29.98737923,-90.05615065
"(29.9721425400697, -90.0673770876375)",,29.97214254,-90.06737709
"(30.023475209573, -90.0359620723756)",,30.02347521,-90.03596207
"(29.9511483855514, -90.1322312708478)",,29.95114839,-90.13223127
"(30.0227817727273, -90.0972963949289)",,30.02278177,-90.09729639
"(29.9585977501493, -90.1064293296102)",,29.95859775,-90.10642933
"(29.9322396885788, -90.0098951952372)",,29.93223969,-90.0098952
"(29.9254888926014, -90.0088243718887)",,29.92548889,-90.00882437
"(29.9182067601372, -90.0271544879293)",,29.91820676,-90.02715449
"(29.9211601217883, -89.9973451613918)",,29.92116012,-89.99734516
"(30.0244535623804, -90.0370609328069)",,30.02445356,-90.03706093
"(29.9796133799896, -90.1224223361032)",,29.97961338,-90.12242234
"(30.0234044050745, -90.0566333958094)",,30.02340441,-90.0566334
"(29.9610006109125, -90.0594618661329)",,29.96100061,-90.05946187
"(29.9499071345575, -90.1335592359101)",,29.94990713,-90.13355924
"(30.0085630938963, -90.1035612960333)",,30.00856309,-90.1035613
"(29.9614368477876, -90.1270918855624)",,29.96143685,-90.12709189
"(30.0089301566197, -90.1006507147335)",,30.00893016,-90.10065071
"(29.948124812653, -90.0642159126021)",,29.94812481,-90.06421591
"(29.9441825127333, -90.0894358874899)",,29.94418251,-90.08943589
"(30.0324684072494, -90.0050951807126)",,30.03246841,-90.00509518
"(29.9139490931148, -90.0096053393163)",,29.91394909,-90.00960534
"(30.0010459087691, -90.105893180627)",,30.00104591,-90.10589318
"(30.0441415047383, -89.9882390301112)",,30.0441415,-89.98823903
"(30.0364660418806, -90.0047122707515)",,30.03646604,-90.00471227
"(29.9338067398328, -90.0990695820597)",,29.93380674,-90.09906958
"(29.9979290517426, -90.0589770739022)",,29.99792905,-90.05897707
"(30.0375076002411, -90.0114607849482)",,30.0375076,-90.01146078
"(29.9775069954089, -90.0536555280981)",,29.977507,-90.05365553
"(29.9204401146238, -90.0228892972351)",,29.92044011,-90.0228893
"(29.95128166954, -90.1290712664665)",,29.95128167,-90.12907127
"(29.9755245011015, -90.0612317280286)",,29.9755245,-90.06123173
"(29.9986306136732, -90.074151667354)",,29.99863061,-90.07415167
"(29.9518489758632, -90.1061153550323)",,29.95184898,-90.10611536
"(30.0147964056827, -90.0795031393647)",,30.01479641,-90.07950314
"(29.9236347115877, -90.0872341179206)",,29.92363471,-90.08723412
"(29.9522332735899, -90.1229680316944)",,29.95223327,-90.12296803
"(29.9922337656594, -90.0710063398693)",,29.99223377,-90.07100634
"(29.9889614717216, -90.0560099567703)",,29.98896147,-90.05600996
"(30.0053187011856, -90.1083654870995)",,30.0053187,-90.10836549
"(29.9964002690487, -90.108470960954)",,29.99640027,-90.10847096
"(30.010507445288, -90.0509042753681)",,30.01050745,-90.05090428
"(29.9959145656664, -90.1060745085303)",,29.99591457,-90.10607451
"(29.9498128368774, -90.131012194395)",,29.94981284,-90.13101219
"(29.9746338991591, -90.0321286662631)",,29.9746339,-90.03212867
"(30.0254206090845, -90.1202404154695)",,30.02542061,-90.12024042
"(29.967528261865, -90.0613536371301)",,29.96752826,-90.06135364
"(29.9205192371792, -90.1127214672974)",,29.92051924,-90.11272147
"(29.9489026645648, -90.1191316543166)",,29.94890266,-90.11913165
"(29.9168806352547, -90.0266355049998)",,29.91688064,-90.0266355
"(30.0310041503589, -89.9277722401235)",,30.03100415,-89.92777224
"(29.9745634981982, -90.1127084987065)",,29.9745635,-90.1127085
"(29.9337691673372, -90.1086848386721)",,29.93376917,-90.10868484
"(29.9258717058259, -90.1246327704783)",,29.92587171,-90.12463277
"(30.0213408044538, -89.971079726594)",,30.0213408,-89.97107973
"(30.0163285529897, -89.9905835466601)",,30.01632855,-89.99058355
"(30.024171761373, -90.0610491156207)",,30.02417176,-90.06104912
"(30.0046945730697, -90.1034227236908)",,30.00469457,-90.10342272
"(29.9200061721369, -89.9976813183212)",,29.92000617,-89.99768132
"(29.9581539368904, -90.1116228172535)",,29.95815394,-90.11162282
"(30.0211890136741, -90.0347572989155)",,30.02118901,-90.0347573
"(29.9514416635107, -90.111733316903)",,29.95144166,-90.11173332
"(30.0042317706285, -90.1091048070678)",,30.00423177,-90.10910481
"(29.9357549789177, -90.1271575789795)",,29.93575498,-90.12715758
"(29.9472695387087, -90.128056996975)",,29.94726954,-90.128057
"(29.9262706608568, -90.120994468537)",,29.92627066,-90.12099447
"(29.96988507265, -90.1224095696865)",,29.96988507,-90.12240957
"(29.9505178096815, -90.0837484398246)",,29.95051781,-90.08374844
"(30.0070298432197, -90.0495239882635)",,30.00702984,-90.04952399
"(29.9896268893871, -90.0600794895552)",,29.98962689,-90.06007949
"(29.9678919942034, -90.0293330446894)",,29.96789199,-90.02933304
"(30.0169223732629, -90.109219256225)",,30.01692237,-90.10921926
"(30.0469473119001, -89.9846489013254)",,30.04694731,-89.9846489
"(29.9853082110013, -90.1080208928993)",,29.98530821,-90.10802089
"(30.0115332385096, -90.0736406880236)",,30.01153324,-90.07364069
"(29.9202591020308, -90.1129500532071)",,29.9202591,-90.11295005
"(29.9278457761188, -90.0230161959036)",,29.92784578,-90.0230162
"(30.0218865703008, -89.9839010304158)",,30.02188657,-89.98390103
"(30.0326230892619, -89.972996760334)",,30.03262309,-89.97299676
"(29.9652081340801, -90.0698089842229)",,29.96520813,-90.06980898
"(29.9699264273776, -90.0491407670629)",,29.96992643,-90.04914077
"(29.9194027230092, -89.9890688465079)",,29.91940272,-89.98906885
"(29.9152396977023, -89.9899246480492)",,29.9152397,-89.98992465
"(30.0212139834111, -90.1092900090427)",,30.02121398,-90.10929001
"(29.9927702985751, -90.0456053916785)",,29.9927703,-90.04560539
"(29.9723999308824, -90.0864698585261)",,29.97239993,-90.08646986
"(30.0254511695645, -90.0253857425523)",,30.02545117,-90.02538574
"(29.8971234737485, -89.9175342343039)",,29.89712347,-89.91753423
"(30.0438130537166, -89.9718893982258)",,30.04381305,-89.9718894
"(29.9647758075562, -90.0149930978211)",,29.96477581,-90.0149931
"(29.94461016549, -90.1210974230458)",,29.94461017,-90.12109742
"(30.0240383421546, -90.0463015423046)",,30.02403834,-90.04630154
"(29.9423390387464, -90.0485705944443)",,29.94233904,-90.04857059
"(29.9540244682542, -90.1351912659385)",,29.95402447,-90.13519127
"(29.9694618359208, -90.0558874479035)",,29.96946184,-90.05588745
"(30.0013129659558, -90.1166343964038)",,30.00131297,-90.1166344
"(29.9445200663878, -90.0221281056971)",,29.94452007,-90.02212811
"(30.050469990929, -89.9604377050781)",,30.05046999,-89.96043771
"(29.9346420946882, -90.1280968296408)",,29.93464209,-90.12809683
"(29.9641675463059, -90.0939684581483)",,29.96416755,-90.09396846
"(29.9545698613787, -90.0720831596594)",,29.95456986,-90.07208316
"(30.0135616689678, -90.0483642742982)",,30.01356167,-90.04836427
"(30.0281450271203, -89.9499826433205)",,30.02814503,-89.94998264
"(29.9772422216741, -90.0646067292461)",,29.97724222,-90.06460673
"(29.9329933034385, -90.0782675939851)",,29.9329933,-90.07826759
"(30.0073860253296, -90.1107825879624)",,30.00738603,-90.11078259
"(29.9899863529466, -90.0473293402234)",,29.98998635,-90.04732934
"(29.9848522227009, -90.0489227020531)",,29.98485222,-90.0489227
"(29.9572926774778, -90.0092712672591)",,29.95729268,-90.00927127
"(29.9230117409731, -90.0862829525715)",,29.92301174,-90.08628295
"(29.9716448758716, -90.037112013487)",,29.97164488,-90.03711201
"(29.929254520534, -90.1188039686419)",,29.92925452,-90.11880397
"(29.9822957318331, -90.0744172826439)",,29.98229573,-90.07441728
"(29.9720905287311, -90.1141988095433)",,29.97209053,-90.11419881
"(30.0242287994342, -89.9983134501747)",,30.0242288,-89.99831345
"(29.951426481645, -90.1356913733106)",,29.95142648,-90.13569137
"(29.9523860484644, -90.109886850698)",,29.95238605,-90.10988685
"(30.0259533484316, -89.981182216186)",,30.02595335,-89.98118222
"(30.0219781287561, -89.9816740937932)",,30.02197813,-89.98167409
"(29.9532798993915, -90.1161654756841)",,29.9532799,-90.11616548
"(30.0142875637814, -90.106360343932)",,30.01428756,-90.10636034
"(29.9531093413641, -90.1240193159635)",,29.95310934,-90.12401932
"(30.0269059865764, -90.0168187944994)",,30.02690599,-90.01681879
"(30.0013322539247, -90.1170546658856)",,30.00133225,-90.11705467
"(29.9497699121089, -90.071856542943)",,29.94976991,-90.07185654
"(29.9200904697377, -90.1169170025688)",,29.92009047,-90.116917
"(29.9548789051286, -90.1327538363264)",,29.95487891,-90.13275384
"(30.0218783873048, -90.0612872622357)",,30.02187839,-90.06128726
"(30.0184420510352, -90.1178851598086)",,30.01844205,-90.11788516
"(29.9972032210351, -90.1043248039504)",,29.99720322,-90.1043248
"(29.9972032210351, -90.1043248039504)",,29.99720322,-90.1043248
"(29.9729267158146, -90.0786968904958)",,29.97292672,-90.07869689
"(29.9545749965071, -90.1100421717592)",,29.954575,-90.11004217
"(30.0365500116391, -89.9959776040138)",,30.03655001,-89.9959776
"(29.9638302539766, -90.1169748007153)",,29.96383025,-90.1169748
"(30.0238368389868, -90.1041480784933)",,30.02383684,-90.10414808
"(29.9230676057123, -90.085951567655)",,29.92306761,-90.08595157
"(30.011359802329, -90.0387579181319)",,30.0113598,-90.03875792
"(29.9489967680763, -90.1086064938872)",,29.94899677,-90.10860649
"(29.9407525010599, -90.037097803075)",,29.9407525,-90.0370978
"(30.0256673005527, -90.0780833286719)",,30.0256673,-90.07808333
"(29.9642787110318, -90.0941335120156)",,29.96427871,-90.09413351
"(30.0137687569914, -90.1054316053978)",,30.01376876,-90.10543161
"(30.0637533998701, -89.9541917352131)",,30.0637534,-89.95419174
"(29.9443148244349, -90.1061151194742)",,29.94431482,-90.10611512
"(30.0250664447727, -90.0161655910805)",,30.02506644,-90.01616559
"(29.9835085302418, -90.1076367524254)",,29.98350853,-90.10763675
"(29.957984995516, -90.1321463877034)",,29.957985,-90.13214639
"(29.9913132769421, -90.0452129170017)",,29.99131328,-90.04521292
"(29.9765725770679, -90.0661324550011)",,29.97657258,-90.06613246
"(29.9655623730858, -90.0694745536814)",,29.96556237,-90.06947455
"(29.9890412777217, -90.1100390003174)",,29.98904128,-90.110039
"(29.9804684075717, -90.0665030183514)",,29.98046841,-90.06650302
"(29.9799227267833, -90.0665273130592)",,29.97992273,-90.06652731
"(30.0109904785218, -90.0206602688917)",,30.01099048,-90.02066027
"(29.9833843342656, -90.047637053501)",,29.98338433,-90.04763705
"(29.961536723573, -90.0602756626005)",,29.96153672,-90.06027566
"(29.9822788392005, -90.0485341266821)",,29.98227884,-90.04853413
"(29.9324897569847, -90.1070782988066)",,29.93248976,-90.1070783
"(29.9162474771187, -90.0007471308942)",,29.91624748,-90.00074713
"(30.0194833515157, -89.9906799960916)",,30.01948335,-89.99068
"(29.9487082487896, -90.0991836946877)",,29.94870825,-90.09918369
"(29.9301596107634, -90.0776927014158)",,29.93015961,-90.0776927
"(29.9183226959197, -90.1041808209171)",,29.9183227,-90.10418082
"(29.9817141126223, -90.0997042258438)",,29.98171411,-90.09970423
"(30.0149286304014, -90.1131839347587)",,30.01492863,-90.11318393
"(29.971226956672, -90.0729231485187)",,29.97122696,-90.07292315
"(29.9712099288087, -90.0897390150947)",,29.97120993,-90.08973902
"(29.9205192371792, -90.1127214672974)",,29.92051924,-90.11272147
"(30.0351099395417, -90.0148548883481)",,30.03510994,-90.01485489
"(29.9168620857275, -89.9561190894884)",,29.91686209,-89.95611909
"(29.9115617540178, -89.992182351884)",,29.91156175,-89.99218235
"(29.9686021096751, -90.0581565263885)",,29.96860211,-90.05815653
"(29.8959745416838, -89.9180313996253)",,29.89597454,-89.9180314
"(30.0010775564349, -90.059866831376)",,30.00107756,-90.05986683
"(29.9937120798714, -90.045941985733)",,29.99371208,-90.04594199
"(29.9205529555545, -90.0014388235997)",,29.92055296,-90.00143882
"(29.9458210658395, -90.0246547916041)",,29.94582107,-90.02465479
"(29.9322612734062, -90.0900039568776)",,29.93226127,-90.09000396
"(29.918345092584, -89.9402786605155)",,29.91834509,-89.94027866
"(29.9499306477917, -90.0711767226464)",,29.94993065,-90.07117672
"(29.9296285918784, -90.1325641842432)",,29.92962859,-90.13256418
"(30.036700129096, -89.9299802380092)",,30.03670013,-89.92998024
"(29.9276017492774, -90.0023052577864)",,29.92760175,-90.00230526
"(29.9847331267931, -90.0371662847664)",,29.98473313,-90.03716628
"(30.0016521423851, -90.1191346160618)",,30.00165214,-90.11913462
"(29.925264647787, -90.0372316988541)",,29.92526465,-90.0372317
"(29.995592717184, -90.1071111368629)",,29.99559272,-90.10711114
"(29.995859233423, -90.0579672184492)",,29.99585923,-90.05796722
"(30.0015850015188, -90.08037547598)",,30.001585,-90.08037548
"(30.0015850015188, -90.08037547598)",,30.001585,-90.08037548
"(29.9224836822062, -90.1173990557631)",,29.92248368,-90.11739906
"(29.9789872188279, -90.1059381101585)",,29.97898722,-90.10593811
"(30.0150740028698, -90.1042570003008)",,30.015074,-90.104257
"(29.9714594732627, -90.0073205882622)",,29.97145947,-90.00732059
"(29.9656944492321, -90.1225495824174)",,29.96569445,-90.12254958
"(29.9466699879891, -90.1103699563856)",,29.94666999,-90.11036996
"(30.0438501830799, -89.9266343236392)",,30.04385018,-89.92663432
"(29.941344040968, -90.0869766974914)",,29.94134404,-90.0869767
"(29.9284422056129, -90.0882194953054)",,29.92844221,-90.0882195
"(29.9340262204999, -90.0827794493423)",,29.93402622,-90.08277945
"(29.9207363660751, -90.0992255418575)",,29.92073637,-90.09922554
"(29.9752429822397, -90.1069206180924)",,29.97524298,-90.10692062
"(29.9704805491038, -90.0508791563733)",,29.97048055,-90.05087916
"(29.9384559751254, -90.0318618796474)",,29.93845598,-90.03186188
"(30.0164444385467, -90.0374778569558)",,30.01644444,-90.03747786
"(29.9177373707403, -90.116667017482)",,29.91773737,-90.11666702
"(29.968868543122, -90.1132521355054)",,29.96886854,-90.11325214
"(29.9750642067603, -90.1215975622433)",,29.97506421,-90.12159756
"(29.9464621474601, -90.110296354744)",,29.94646215,-90.11029635
"(29.9373299407912, -90.0966106822684)",,29.93732994,-90.09661068
"(29.9612099149522, -90.1103429762508)",,29.96120991,-90.11034298
"(29.9672879814502, -90.0179547500879)",,29.96728798,-90.01795475
"(30.0440557903356, -89.9817480456672)",,30.04405579,-89.98174805
"(29.9359949253069, -90.0150234678431)",,29.93599493,-90.01502347
"(29.937755135496, -90.0766233574541)",,29.93775514,-90.07662336
"(29.9182988824818, -90.0031320834111)",,29.91829888,-90.00313208
"(29.9305140482691, -90.0158445058811)",,29.93051405,-90.01584451
"(29.9745983946994, -90.1073481161638)",,29.97459839,-90.10734812
"(29.915808956608, -89.9649682209923)",,29.91580896,-89.96496822
"(29.9640073003655, -90.0921135479451)",,29.9640073,-90.09211355
"(29.9638534016671, -90.1121104620151)",,29.9638534,-90.11211046
"(29.9459267527839, -90.0659870285712)",,29.94592675,-90.06598703
"(29.9659733828083, -90.0377895890531)",,29.96597338,-90.03778959
"(29.9867049413971, -90.0549545606074)",,29.98670494,-90.05495456
"(29.9247682156647, -90.0298509382114)",,29.92476822,-90.02985094
"(29.9755245011015, -90.0612317280286)",,29.9755245,-90.06123173
"(29.9303464546788, -90.1213591169502)",,29.93034645,-90.12135912
"(29.9949818533122, -90.0513357786364)",,29.99498185,-90.05133578
"(29.9702786035303, -90.1264075921055)",,29.9702786,-90.12640759
"(30.0016212952341, -90.0447662987789)",,30.0016213,-90.0447663
"(29.9818294935157, -90.0608751164586)",,29.98182949,-90.06087512
"(29.9773956890539, -90.0813713994344)",,29.97739569,-90.0813714
"(29.9636283794552, -90.1232359942165)",,29.96362838,-90.12323599
"(29.953213393239, -90.109796440202)",,29.95321339,-90.10979644
"(30.0404067203544, -89.9573682694847)",,30.04040672,-89.95736827
"(29.9301295677123, -90.0780865870362)",,29.93012957,-90.07808659
"(30.0566042571199, -89.9595192574001)",,30.05660426,-89.95951926
"(29.9478974155788, -90.0903173708269)",,29.94789742,-90.09031737
"(30.0403354355064, -89.9944737134612)",,30.04033544,-89.99447371
"(29.9413632684085, -90.0962527384623)",,29.94136327,-90.09625274
"(29.9452556096033, -90.1340053772725)",,29.94525561,-90.13400538
"(29.9191792746163, -90.0899481573462)",,29.91917927,-90.08994816
"(30.022247206067, -89.9798760496848)",,30.02224721,-89.97987605
"(29.9836710466693, -90.0858261033238)",,29.98367105,-90.0858261
